SMILES,CID,real_space,SCR,BB,extended_real_space
Cc1ccncc1NC(=O)Cn1ccc2ccc(Cl)cc21,BAR-COM-0f94fc3d-41,Z1129288567,False,False,s_22____3391102____1282312
O=C(NCc1cccc(COc2ccccc2)c1)Nn1cnc2ccccc21,BAR-COM-0f94fc3d-42,False,False,False,s_512____211527____1201676
COc1ccc2c(c1)C(C(=O)Nc1cnccc1-n1cccn1)CCC2,BAR-COM-0f94fc3d-43,Z2493443321,False,False,s_11____3735180____11763586
COc1ccncc1NC(=O)Cc1csc2ccc(Cl)cc12,BAR-COM-0f94fc3d-44,Z1498001981,False,False,s_22____2392360____7689802
COc1ccncc1NC(=O)C(C)(C)c1cc(F)cc(C#N)c1,BAR-COM-0f94fc3d-45,Z2069076058,False,False,s_22____2392360____10155066
Cc1ccnc(C)c1NC(=O)C(C)c1ccc(F)c(F)c1,BAR-COM-0f94fc3d-46,Z2414553231,False,False,s_11____10117600____5826144
Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc21,BAR-COM-0f94fc3d-48,Z1129286283,False,False,s_22____3391102____242262
CSc1ccncc1NC(=O)Cc1ccc2c(c1)CCCC2,BAR-COM-0f94fc3d-49,Z1348840233,False,False,s_22____6673198____93356
CCC(C)CC(=O)N1CCCC(NC(=O)Cn2c(C)cc(C)nc2=O)CC1,BAR-COM-0f94fc3d-5,False,False,False,m_275592____17554720____13187432____14131194
COc1ccc2c(c1)C(C(=O)Nc1cncnc1C)CCC2,BAR-COM-0f94fc3d-50,Z3089566497,False,False,s_22____14958492____11763588
CCn1c(=O)n(CC(=O)Nc2c(C)ccnc2C)c2ccccc21,BAR-COM-0f94fc3d-51,Z2414557205,False,False,False
CC(NC(=O)Nc1cccc(N2CCCCC2=O)c1)c1ccn[nH]1,BAR-COM-0f94fc3d-53,Z1243866128,False,False,False
Cc1c(C(=O)NC(CC(=O)O)c2cccc(Cl)c2)cnc2ccccc12,BAR-COM-0f94fc3d-55,Z1870012350,False,False,s_188690____13439702____9350162
Cc1ccnc(CNC(=O)NC(c2cccc(F)c2)c2cccc(Cl)c2)c1,BAR-COM-0f94fc3d-56,False,False,False,s_2708____10547030____7049928
CCn1cc(CC(=O)Nc2cccnc2F)c2ccccc21,BAR-COM-0f94fc3d-57,False,False,False,s_11____11572004____2392342
COc1ccc(Br)cc1C(N)C(=O)Nc1cnccc1C,BAR-COM-0f94fc3d-58,Z3018666658,False,False,s_240690____7400680____13219056
CC(=O)Nc1ccncc1NC(=O)C1Cc2ccc(F)cc21,BAR-COM-0f94fc3d-59,Z1952750170,False,False,s_11____8633494____9580474
Cc1ccnn1CC(=O)NCC(NC(=O)C(C)C#N)c1ccccc1,BAR-COM-0f94fc3d-7,m_275592____14114784____14140892____13186536,False,False,m_275592____14114784____14140892____13186536
O=C(NC1CCOc2ccc(F)cc21)Nn1cnc2ccccc21,BAR-COM-0f94fc3d-8,Z1168488213,False,False,False
O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F,BAR-COM-4e090d3a-10,Z1232257154,False,False,False
O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1,BAR-COM-4e090d3a-11,Z2172190193,False,False,s_22____2786802____13540170
Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1,BAR-COM-4e090d3a-12,Z3052559442,False,False,False
O=C(Cn1c(-c2cccc(Cl)c2Cl)nc2ccccc21)Nc1ccnnc1,BAR-COM-4e090d3a-13,False,False,False,s_11____10903168____1327346
N#Cc1cnn(-c2ccccc2NC(=O)Cc2ccn[nH]2)c1N,BAR-COM-4e090d3a-14,Z2143174968,False,False,s_22____10068208____5534702
O=C(Cc1cccnc1Cl)Nc1cccc(OCCc2ccccc2)c1,BAR-COM-4e090d3a-15,False,False,False,s_22____9823632____11757948
CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1,BAR-COM-4e090d3a-16,Z1984028314,False,False,s_11____5128638____9744040
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccncn2)C1,BAR-COM-4e090d3a-17,Z2311005603,False,False,s_2430____740248____10902382
CC1(C(=O)NCC(NC(=O)CCc2cnn[nH]2)c2ccccc2)CC1,BAR-COM-4e090d3a-18,False,False,False,m_275592____14114784____14141186____14134054
O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1,BAR-COM-4e090d3a-19,Z1613960994,False,False,s_527____8331890____308602
Nc1nnnn1-c1cccc(C(=O)Nc2c(-c3cccnc3)nc3ccccn23)c1,BAR-COM-4e090d3a-2,False,False,False,s_22____11757990____12103072
CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1,BAR-COM-4e090d3a-20,Z2915108704,False,False,s_22____12167906____12335920
NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1,BAR-COM-4e090d3a-21,Z2599591955,False,False,s_2230____7462436____11618524
COc1cc(CNC(=O)Cc2ncc[nH]2)c2ccccc2n1,BAR-COM-4e090d3a-22,Z2229098908,False,False,s_22____6009194____10428090
O=C(NCc1cccnn1)Nc1cccc(-c2ncc3n2CCCC3)c1,BAR-COM-4e090d3a-23,Z2190256476,False,False,False
CN1CCN(C(=O)c2ccccc2NC(=O)C(O)c2cccnc2)CC1,BAR-COM-4e090d3a-24,Z1549127951,False,False,s_22____585004____10157642
O=C(CCc1cnn[nH]1)NC(CNC(=O)C1CCC1)c1ccccc1,BAR-COM-4e090d3a-25,False,False,False,m_275592____14114784____13186884____14134054
CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,BAR-COM-4e090d3a-26,Z3370973906,False,False,False
CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-27,Z3140017128,False,False,s_2708____1002596____13947300
CC(NC(=O)NC(Cc1nccn1C)c1ccccc1)c1ncco1,BAR-COM-4e090d3a-28,Z2860362360,False,False,False
O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,BAR-COM-4e090d3a-29,Z1884524160,False,False,False
Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,BAR-COM-4e090d3a-3,Z1644866655,False,False,s_22____8363398____10157642
O=C(CCc1cnn[nH]1)NC(Cn1cccn1)c1ccccc1,BAR-COM-4e090d3a-30,False,False,False,s_22____5535204____10803970
CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-31,Z1190447759,False,False,s_22____1002572____7966718
O=C(NCC(O)Cn1ccnn1)c1ccccc1OC1CCC1,BAR-COM-4e090d3a-34,Z2305221270,False,False,False
O=C(Cc1cccnc1Br)Nc1cccc(OCCn2cncn2)c1,BAR-COM-4e090d3a-35,Z1937966465,False,False,s_22____894856____9447090
COC(=O)C(Cc1ccccc1)C(C)NC(=O)C(C)n1ccnc1,BAR-COM-4e090d3a-36,Z2079085604,False,False,False
COc1ccccc1C(NC(=O)Cc1cnnn1C)c1noc(C)n1,BAR-COM-4e090d3a-37,Z2629852456,False,False,False
Cc1noc(CC(NC(=O)C(C)Cn2ccnc2)c2ccccc2)n1,BAR-COM-4e090d3a-38,Z3353393504,False,False,s_22____9322710____13755894
O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1,BAR-COM-4e090d3a-39,False,False,False,s_22____10971742____13540170
CC1CN(Cc2ccccc2NC(=O)NCc2cnsc2)CC(C)O1,BAR-COM-4e090d3a-4,Z3405514183,False,False,s_2430____886028____14482284
O=C(NCc1ccno1)c1ccccc1Oc1ccc(Cl)cc1Cl,BAR-COM-4e090d3a-42,Z1673773262,False,False,s_527____8331890____2009458
O=C(NCc1noc2ccccc12)c1ccccc1OCC1CC1,BAR-COM-4e090d3a-43,Z1935637461,False,False,s_22____13040748____2561500
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccoc2)C1,BAR-COM-4e090d3a-44,Z433322264,False,False,s_2430____740248____1683286
O=C(CCn1ccnn1)NC(CN1CCOCC1)c1ccccc1,BAR-COM-4e090d3a-45,Z296475158,False,False,s_22____136045____9193924
Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,BAR-COM-4e090d3a-47,Z1647177193,False,False,False
Cc1ccc(Oc2cccc(NC(=O)NCc3cnnn3C)c2)c(C)c1,BAR-COM-4e090d3a-48,s_2430____12549944____13759224,False,False,s_2430____12549944____13759224
N#CCOc1ccccc1C(=O)NCc1cnsc1,BAR-COM-4e090d3a-49,s_22____14243878____1317850,False,False,s_22____14243878____1317850
Nc1ncncc1CNC(=O)Nc1ccccc1OCCn1ccnc1,BAR-COM-4e090d3a-5,Z1518784792,False,False,s_2430____4275496____7831934
O=C(Cc1ccccc1OC1CCOC1)OCc1cnn[nH]1,BAR-COM-4e090d3a-50,False,False,False,s_276436____14081838____14104156
CCn1c(=O)n(CC(=O)NCc2cnccn2)c2ccccc21,BAR-COM-4e090d3a-51,Z3092563476,False,False,False
Cn1cncc1CNC(=O)Nc1cccc(OCC(F)F)n1,BAR-COM-4e090d3a-52,Z2167681427,False,False,s_2430____8802996____12649796
CC(C(=O)Nc1cccc(OC2CC(=O)N2)c1)c1cnccn1,BAR-COM-4e090d3a-53,Z2911721571,False,False,s_22____10971742____12335920
O=C(NCc1cccnn1)Nc1cccc(OCCN2CCOCC2)c1,BAR-COM-4e090d3a-54,Z3603964263,False,False,False
CC(OCC1CCCCO1)C(=O)N(CCc1ccccc1)Cc1cccnc1,BAR-COM-4e090d3a-55,Z890182422,False,False,s_22____2823908____2068520
O=C(Nc1ccnnc1)NC(Cc1ccccc1)C(=O)N1CCCC1,BAR-COM-4e090d3a-56,Z2313212158,False,False,s_2430____10902332____3479618
O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)C(O)c1cccnc1,BAR-COM-4e090d3a-57,Z1549140381,False,False,s_22____624640____10157642
Cn1nncc1CC(=O)NC(c1ccccc1)c1nc2ccccc2n1C,BAR-COM-4e090d3a-6,False,False,False,s_22____1723640____15069162
O=C(NCc1cccnn1)Nc1cccc(N2CCC2=O)c1,BAR-COM-4e090d3a-60,Z1931403851,False,False,False
O=C(NCc1ccns1)Nc1cccc(CN2CCCC2=O)c1,BAR-COM-4e090d3a-61,Z2708549355,False,False,s_2430____740302____12211178
CC(NC(=O)c1ccccc1OCC(N)=O)c1cnn(C)c1,BAR-COM-4e090d3a-62,Z1260022281,False,False,s_22____5581348____147208
CC1CCCC(OCc2cccc(NC(=O)NC(C)c3ccn[nH]3)c2)C1,BAR-COM-4e090d3a-63,Z1243953601,False,False,False
O=C(NCc1cnccn1)c1sc2cccc(F)c2c1COc1ccccc1,BAR-COM-4e090d3a-64,False,False,False,s_22____13947266____238640
CC(c1cccc(NC(=O)Cc2cnccc2Cl)c1)N1CCOCC1,BAR-COM-4e090d3a-66,Z2330806997,False,False,s_22____3391614____10207862
O=C(CCc1cncnc1)NC(CNC(=O)C1CC1)c1ccccc1,BAR-COM-4e090d3a-67,m_275592____14114784____13186882____14132880,False,False,m_275592____14114784____13186882____14132880
O=C(Nc1cccc(-c2cc[nH]n2)c1)C(O)c1cccnc1,BAR-COM-4e090d3a-68,False,False,False,s_22____575398____10157642
O=C(NCc1cccnc1)Nc1cccc(OCC(F)F)n1,BAR-COM-4e090d3a-69,Z1693576546,False,False,s_2430____8802996____740874
CC(NC(=O)C(Cc1ccccc1)NC(=O)c1ccco1)c1ncco1,BAR-COM-4e090d3a-7,s_22____13027898____59340,False,False,s_22____13027898____59340
Cc1cccc(-c2nnnn2C2CC2C)c1NC(=O)CCc1cccnc1,BAR-COM-4e090d3a-8,Z3089609880,False,False,False
Cc1noc(C)c1COc1ccccc1C(=O)NC(C)c1nnc2ncccn12,BAR-COM-4e090d3a-9,Z1374382617,False,False,s_22____6824750____505542
CS(=O)(=O)NCC[C@H]1CCCCN1CC(=O)Nc1cccnc1,BEN-DND-362d364a-10,Z1116676416,False,False,False
O=C(Cn1nnc2ccccc21)Nc1cccc(Cl)c1,BEN-DND-61647d40-12,False,False,False,s_22____57731____13206668
O=C(Cn1cnc2ccccc21)Nc1cccc(Cl)c1,BEN-DND-61647d40-13,False,False,False,s_22____57731____8583794
O=C(Cc1cccnc1)Nc1cc(Cl)ccc1O,BEN-DND-61647d40-18,False,False,False,s_22____7639312____7459856
N#Cc1ccc(O)c(NC(=O)Cc2cccnc2)c1,BEN-DND-61647d40-8,False,False,False,s_22____7866852____7459856
O=C(CCl)N1CCN(Cc2cccc(F)c2)C(=O)C1,BEN-DND-76ad4ac9-3,False,False,False,m_270062____7620106____8147258
O=C(CCl)N1CCN(Cc2cccc(F)c2)C(=O)C1,BEN-DND-76ad4ac9-5,False,False,False,m_270062____7620106____8147258
COc1ccccc1OCCNC(=O)c1cc[nH]c(=O)c1,BEN-DND-7e92b6ca-1,False,False,False,s_22____58494____7101316
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,BEN-DND-7e92b6ca-10,False,Z27764092,False,False
COc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)cc1,BEN-DND-7e92b6ca-11,False,Z27906764,False,False
COc1cccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,BEN-DND-7e92b6ca-12,False,Z2241127565,False,False
COc1ccccc1N1CCN(C(=O)c2cc(=O)[nH]c3ccccc23)CC1,BEN-DND-7e92b6ca-13,False,Z2241126839,False,s_22____57689____59160
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccc(F)cc2)CC1,BEN-DND-7e92b6ca-14,False,Z30620763,False,False
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2F)CC1,BEN-DND-7e92b6ca-16,False,Z237520538,False,s_22____57763____59160
COc1ccccc1OCCN(C)C(=O)c1cc(=O)[nH]c2ccccc12,BEN-DND-7e92b6ca-2,False,False,False,s_22____1055218____59160
CN(CCNC(=O)c1cc(=O)[nH]c2ccccc12)c1ccccc1,BEN-DND-7e92b6ca-3,False,False,False,s_22____147827____59160
O=C(NCCNc1ccccc1)c1cc(=O)[nH]c2ccccc12,BEN-DND-7e92b6ca-4,False,False,False,s_22____5128420____59160
O=C(NCCOc1ccccc1)c1cc(=O)[nH]c2ccccc12,BEN-DND-7e92b6ca-5,False,False,False,s_22____58662____59160
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,BEN-DND-7e92b6ca-7,False,False,False,s_22____411360____59160
Cc1cc(C)c(C)c(S(=O)(=O)N2CCN(C(=O)c3cc[nH]c(=O)c3)CC2)c1C,BEN-DND-7e92b6ca-8,False,False,False,s_22____413354____7101316
Cc1ccncc1NC(=O)CN1CCOCC1,BEN-DND-93268d01-10,False,False,False,s_22____3391102____7941832
Cc1ccncc1NC(=O)CC(C)(C)c1ccccc1,BEN-DND-93268d01-13,False,False,False,s_22____3391102____2163838
Cc1ccncc1NC(=O)C(C)Cc1ccccc1,BEN-DND-93268d01-14,False,False,False,s_22____3391102____4781200
CC(C(=O)Nc1cnccc1O)c1ccccc1,BEN-DND-93268d01-15,False,False,False,s_22____2991078____8989686
Cc1ccncc1NC(=O)C(CO)c1ccccc1,BEN-DND-93268d01-3,False,False,False,s_22____3391102____11968216
Cc1ccncc1NC(=O)CCc1ccccn1,BEN-DND-93268d01-4,False,False,False,s_22____3391102____2229312
Cc1ccncc1NC(=O)CCc1ccc(F)cc1,BEN-DND-93268d01-5,False,False,False,s_22____3391102____106960
Cc1ccncc1NC(=O)CCc1ccccc1F,BEN-DND-93268d01-7,False,False,False,s_22____3391102____94787
Cc1cc(=O)oc2cc(Oc3nc(-c4cccnc4)nc4ccccc34)ccc12,BRU-UNI-248b30bc-31,False,Z31238429,False,False
Cc1ccc(NC(=O)Nc2cn[nH]c2)cc1C,CAS-DEP-751a2458-5,Z813122724,False,False,s_2430____737090____12398644
O=C(CC12CCC(CC1)C2)Nc1cnccc1CO,CHA-KIN-ceadbd93-1,Z3542454033,False,False,False
O=C(CC1CCCCC1)Nc1cnccc1CO,CHA-KIN-ceadbd93-2,Z1551628986,False,False,False
O=C(Nc1cnccc1CO)C(O)C1CCCCC1,CHA-KIN-ceadbd93-3,Z1784165492,False,False,False
O=C(CC1(Cn2cnnn2)CCCCC1)Nc1cnccc1CO,CHA-KIN-ceadbd93-4,Z2480367211,False,False,False
N#CC1(CC(=O)Nc2cnccc2CO)CCCCC1,CHA-KIN-ceadbd93-5,Z2635303491,False,False,False
O=C(Nc1cccnc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-11,Z280470232,Z280470232,False,s_22____57778____467356
O=C(Nc1cccnc1)c1cccc(Cl)c1,CHR-SOS-7098f804-12,Z31791487,Z31791487,FCH3040258,s_22____57778____58884
O=C(Nc1ccc([N+](=O)[O-])cc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-3,False,False,False,s_22____1154820____467356
O=C(Nc1ccccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-7098f804-4,Z241957544,Z2335631771,EN300-199753,s_22____57724____467356
O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccccc1O,CHR-SOS-7098f804-5,False,False,False,s_22____1154820____467330
O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,CHR-SOS-7098f804-6,False,False,False,s_22____1154820____58911
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-7,Z56871780,Z56871780,False,s_22____57709____467356
O=C(Nc1ccccc1)c1cccc(Cl)c1,CHR-SOS-7098f804-8,Z27782644,False,False,s_22____57709____58884
O=C(Nc1ccccc1)c1ccccc1,CHR-SOS-7098f804-9,Z27782673,Z27782673,EN300-15536,s_22____57709____58911
O=C(c1ccccc1O)N1CCCCC1,CLI-UNI-032f7715-1,Z68103216,Z2239049194,EN300-05931,False
O=C(Nc1ccccc1)c1ccccc1O,CLI-UNI-032f7715-2,False,Z68084595,EN300-18540,s_22____57709____467330
NC(=O)C1CCN(C(=O)c2ccccc2O)CC1,CLI-UNI-032f7715-3,Z68284435,False,False,s_22____57926____467330
O=C(O)c1ccc(S(=O)(=O)N2CCCCC2)cc1,CLI-UNI-032f7715-4,Z53035336,Z53033942,EN300-00394,False
O=C(Cc1c[nH]c2ccccc12)Nc1ccccc1,CUN-WAB-25b584ee-2,Z27782686,Z27782686,False,s_22____57709____58926
CC(=O)Nc1cncc(N)c1,DAN-PUR-19f24f0c-1,False,False,BBV-55255876,False
N#Cc1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-1,Z1400784309,False,False,s_22____58016____7024784
O=C(Cc1c[nH]c2ncccc12)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-12,Z1400781098,False,False,s_22____57731____7024784
O=C(Nc1cccnc1)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-14,Z44592325,False,False,s_487____210243____150220
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1,DAR-DIA-23aa0b97-19,s_22____58016____11968302,False,False,s_22____58016____11968302
O=C(Cc1cncc2ccccc12)Nc1ccccc1,DAR-DIA-23aa0b97-20,s_22____57709____11968302,False,False,s_22____57709____11968302
N#Cc1cccc(NC(=O)Cc2cccnc2)c1,DAR-DIA-23aa0b97-4,Z1171321476,False,False,s_22____58016____7459856
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-5,Z195739680,Z195739680,False,s_487____210243____768430
O=C(Nc1cccnc1)Nc1ccsc1,DAR-DIA-842b4336-1,Z1430585289,Z1430585289,False,s_487____7119282____150243
O=C(Cc1ccsc1)Nc1cccnc1,DAR-DIA-842b4336-10,Z31791777,False,False,s_22____57778____59030
Cn1cc(CC(=O)Nc2cccnc2)cn1,DAR-DIA-842b4336-11,Z993021208,False,False,s_22____57778____2663596
Cc1ccc(CC(=O)Nc2cccnc2)s1,DAR-DIA-842b4336-12,Z815312198,False,False,s_22____57778____1327246
O=C(Cc1ccc(Cl)s1)Nc1cccnc1,DAR-DIA-842b4336-13,Z2010253653,False,False,s_22____57778____9869024
Cn1cc(NC(=O)Nc2cccnc2)cn1,DAR-DIA-842b4336-2,Z603563998,False,FCH9186936,s_2430____881164____1035170
Cc1ccc(NC(=O)Nc2cccnc2)s1,DAR-DIA-842b4336-3,Z1286870272,False,False,False
COc1ccc2[nH]cc(CN(C)C)c2c1,DAR-DIA-eace69ff-35,False,Z2469657313,EN300-197563,False
O=C(CCl)NC(CO)c1cccc(Cl)c1,DAV-CRI-3edb475e-4,Z2596884371,False,False,m_270062____12126282____8147258
C=CC(=O)Nc1ccc(Cl)c(C#N)c1,DAV-IMP-59dd6621-1,Z440634408,Z440634408,EN300-95590,m_273270____16361988____10884640
C=CC(=O)N1CCN(C)c2ncccc21,DAV-IMP-59dd6621-14,Z3488812364,Z3488812364,EN300-7522090,m_273270____12943732____10884640
C=CC(=O)NC1c2ccccc2CCC1n1ccnc1,DAV-IMP-59dd6621-15,Z2517212090,False,EN300-6689015,m_273270____12943032____10884640
C=CC(=O)NCCc1cn2c(n1)SCC2,DAV-IMP-59dd6621-16,Z3488539336,False,EN300-7522050,m_273270____12944684____10884640
C=CC(=O)Nc1cc(C2CC2)nn1-c1ncccn1,DAV-IMP-59dd6621-17,False,Z2738286582,False,False
C=CC(=O)N[C@H]1CCc2ncsc2C1,DAV-IMP-59dd6621-19,Z3488537319,False,EN300-7522355,m_273270____12946636____10884640
C=CC(=O)N1CCCc2cc(C(=O)OC)ccc21,DAV-IMP-59dd6621-22,Z2517218509,False,False,False
C=CC(=O)N1CCN(c2ccccc2[N+](=O)[O-])CC1,DAV-IMP-59dd6621-23,False,False,False,m_273270____13659326____10884640
C=CC(=O)N1CCCc2cc(C(=O)NCc3ccccc3)ccc21,DAV-IMP-59dd6621-27,Z3756576960,False,False,False
C#CCNC(=O)c1ccc2c(c1)CCCN2C(=O)C=C,DAV-IMP-59dd6621-29,Z3756456025,False,False,False
C=CC(=O)N1CCCc2cc(C(N)=O)ccc21,DAV-IMP-59dd6621-30,False,False,EN300-7525393,False
C=CC(=O)Nc1cccc(-c2ccc3c(c2)OCCO3)n1,DAV-IMP-59dd6621-4,Z3488636759,False,EN300-26607888,m_273270____12943338____10884640
C=CC(=O)NC[C@@H]1C[C@H](F)CN1c1nnc(C)o1,DAV-IMP-59dd6621-5,False,Z2867522866,EN300-6697401,False
C=CC(=O)Nc1cc(F)cc(N2CCCC2)c1,DAV-IMP-59dd6621-6,Z2517211717,False,EN300-7522289,m_273270____12942954____10884640
C=CC(=O)NC1CC(OCc2ccccc2)C1(C)C,DAV-IMP-59dd6621-7,Z2753757307,False,EN300-6670034,m_273270____10884000____10884640
C=CC(=O)N1CCCc2cc(C(=O)O)ccc21,DAV-IMP-59dd6621-9,False,Z381405528,EN300-218173,False
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,DAV-UNI-bdcebb58-2,False,False,EN300-1710061,False
Brc1ccc(-c2nnc(NCc3ccccc3)s2)s1,DRA-CSI-3ab97369-17,False,False,BBV-148911072,False
O=C(c1cc[nH]c1)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-10,Z1167399469,False,False,s_22____57765____4555302
O=C(c1cnccn1)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-11,Z30162439,Z30162439,False,s_22____57765____58975
CC(C)(C)C(=O)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-12,Z30162328,False,False,s_22____57765____293920
COc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1,DRA-CSI-47e38074-13,Z30162377,False,False,s_22____57765____58897
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-14,Z30162365,False,False,s_22____57765____58883
COc1ccccc1NC(=O)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-15,Z44591776,Z44591776,False,s_2430____737084____740864
CC(=O)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-2,False,False,False,s_22____57765____58844
COC(=O)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-3,Z192950752,False,False,s_40____79531____153556
O=C(OCc1ccccc1)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-4,s_40____79531____153283,False,BBV-70637371,s_40____79531____153283
N=C(N)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-5,False,Z118257378,EN300-304877,False
COc1ccc(NC(=O)N2CCC(Cc3ccccc3)CC2)cc1,DRA-CSI-47e38074-6,Z104715892,False,False,s_2430____737114____740864
O=C(Nc1ccccc1C(F)(F)F)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-7,False,False,False,s_2430____737136____740864
O=C(Nc1ccc(F)c(Cl)c1)N1CCC(Cc2ccccc2)CC1,DRA-CSI-47e38074-9,s_2430____737266____740864,False,False,s_2430____737266____740864
Brc1ccc(-c2nnc(NCc3ccccc3)s2)s1,DRA-CSI-57d71107-1,False,False,BBV-148911072,False
CN(c1nccnc1C#N)S(C)(=O)=O,DRV-UNK-7620afc8-1,False,False,BBV-82785512,False
NC(=O)[C@@H]1CN(Cc2cccnc2)C[C@H]1c1ccccc1,DUN-NEW-d8381160-1,Z2330669633,False,False,False
CS(=O)(=O)NCCN1CCCc2ccc(S(N)(=O)=O)cc21,DUN-NEW-f8ce3686-14,Z1317949519,False,False,s_2230____7463156____4117666
Cc1ccncc1N(C)C(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-1,False,False,False,s_11____8852370____3020516
Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,EDG-MED-0da5ad92-10,False,False,False,s_22____3391102____5183200
Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC1,EDG-MED-0da5ad92-11,False,False,False,s_22____3391102____488342
Cc1cncc(NC(=O)Cc2cccc(Cl)c2)c1,EDG-MED-0da5ad92-12,False,False,False,s_22____6725666____3020518
Cc1ccc(NC(=O)Cc2cccc(Cl)c2)cn1,EDG-MED-0da5ad92-13,False,False,False,s_22____7425960____3020518
Cc1ncccc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-14,False,False,False,s_22____6391392____3020518
O=C(Cc1cccc(Cl)c1)Nc1cccnc1,EDG-MED-0da5ad92-2,False,False,False,s_22____57778____3020518
Cc1ccncc1NC(=O)CC1CCCCC1,EDG-MED-0da5ad92-4,Z1129284100,False,False,s_22____3391102____59992
Cc1ccncc1NC(=O)CC1CCCNC1,EDG-MED-0da5ad92-9,False,False,False,s_240690____7400680____11768802
Cc1ccncc1CC(=O)Nc1cccc(Cl)c1,EDJ-MED-49816e9b-1,False,False,False,s_22____57731____11949416
Cc1ccnc(C)c1NC(=O)Cc1cccc(Cl)c1,EDJ-MED-49816e9b-2,False,False,False,s_11____10117600____3020516
Cc1cnn(C)c1NC(=O)Cc1cccc(Cl)c1,EDJ-MED-49816e9b-3,False,False,False,s_22____11949488____3020518
Cc1cc(CC(=O)Nc2cnccc2C)[nH]n1,EDJ-MED-c9f55a56-1,False,False,False,s_22____3391102____6956692
COc1cccc(CC(=O)Nc2cnccc2C)c1,EDJ-MED-e58735b6-1,False,Z1129283486,False,s_22____3391102____59186
CO[C@H](C)C(=O)Nc1cnccc1C,ERI-UCB-5b47150d-1,False,False,False,s_22____3391102____15417894
CO[C@H](C)C(=O)N(C)c1cnccc1C,ERI-UCB-5b47150d-2,False,False,False,s_11____8852370____15417892
CC(C(=O)N(C)c1cnccc1C)=C1CC1,ERI-UCB-5b47150d-3,False,False,False,s_11____8852370____13912058
